year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2025-11-01,P0009,コンロッド 業務用,自動車部品,2023-09-13,9441,765,7222365,6066592,722236,361118,7149946,72419,1.0
2025-12-01,P0009,コンロッド 業務用,自動車部品,2023-09-13,9436,562,5303032,4454404,530303,265151,5249858,53174,1.0
2026-01-01,P0009,コンロッド 業務用,自動車部品,2023-09-13,9468,707,6693876,5622676,669387,334693,6626756,67120,1.0
2026-02-01,P0009,コンロッド 業務用,自動車部品,2023-09-13,9668,668,6458224,5424734,645822,322911,6393467,64757,1.0
2026-03-01,P0009,コンロッド 業務用,自動車部品,2023-09-13,9634,568,5472112,4596427,547211,273605,5417243,54869,1.0
2024-04-01,P0010,コンロッド HD,自動車部品,2021-03-08,14054,3174,44607396,33055617,4460739,2230369,39746725,4860671,10.9
2024-05-01,P0010,コンロッド HD,自動車部品,2021-03-08,13834,4167,57646278,42717878,5764627,2882313,51364818,6281460,10.9
2024-06-01,P0010,コンロッド HD,自動車部品,2021-03-08,13831,3872,53553632,39685086,5355363,2677681,47718130,5835502,10.9
2024-07-01,P0010,コンロッド HD,自動車部品,2021-03-08,14016,3465,48565440,35988664,4856544,2428272,43273480,5291960,10.9
2024-08-01,P0010,コンロッド HD,自動車部品,2021-03-08,14017,3345,46886865,34744782,4688686,2344343,41777811,5109054,10.9
2024-09-01,P0010,コンロッド HD,自動車部品,2021-03-08,14056,3218,45232208,33518624,4523220,2261610,40303454,4928754,10.9
2024-10-01,P0010,コンロッド HD,自動車部品,2021-03-08,14050,4234,59487700,44082435,5948770,2974385,53005590,6482110,10.9
2024-11-01,P0010,コンロッド HD,自動車部品,2021-03-08,13919,3439,47867441,35471423,4786744,2393372,42651539,5215902,10.9
2024-12-01,P0010,コンロッド HD,自動車部品,2021-03-08,13718,3813,52306734,38761092,5230673,2615336,46607101,5699633,10.9
2025-01-01,P0010,コンロッド HD,自動車部品,2021-03-08,13916,3350,46618600,34545989,4661860,2330930,41538779,5079821,10.9
2025-02-01,P0010,コンロッド HD,自動車部品,2021-03-08,13802,4135,57071270,42291777,5707127,2853563,50852467,6218803,10.9
2025-03-01,P0010,コンロッド HD,自動車部品,2021-03-08,13974,4692,65566008,48586671,6556600,3278300,58421571,7144437,10.9
2025-04-01,P0010,コンロッド HD,自動車部品,2021-03-08,13933,3953,55077149,40814065,5507714,2753857,49075636,6001513,10.9
2025-05-01,P0010,コンロッド HD,自動車部品,2021-03-08,14015,3579,50159685,37170055,5015968,2507984,44694007,5465678,10.9
2025-06-01,P0010,コンロッド HD,自動車部品,2021-03-08,13944,4414,61548816,45609793,6154881,3077440,54842114,6706702,10.9
2025-07-01,P0010,コンロッド HD,自動車部品,2021-03-08,14005,3430,48037150,35597183,4803715,2401857,42802755,5234395,10.9
2025-08-01,P0010,コンロッド HD,自動車部品,2021-03-08,13710,3508,48094680,35639815,4809468,2404734,42854017,5240663,10.9
2025-09-01,P0010,コンロッド HD,自動車部品,2021-03-08,13938,3792,52852896,39165817,5285289,2642644,47093750,5759146,10.9
2025-10-01,P0010,コンロッド HD,自動車部品,2021-03-08,13945,4624,64481680,56384113,6448168,3224084,66056365,-1574685,-2.44
2025-11-01,P0010,コンロッド HD,自動車部品,2021-03-08,14206,4093,58145158,50843327,5814515,2907257,59565099,-1419941,-2.44
2025-12-01,P0010,コンロッド HD,自動車部品,2021-03-08,13770,3879,53413830,46706156,5341383,2670691,54718230,-1304400,-2.44
2026-01-01,P0010,コンロッド HD,自動車部品,2021-03-08,13723,3342,45862266,40102913,4586226,2293113,46982252,-1119986,-2.44
2026-02-01,P0010,コンロッド HD,自動車部品,2021-03-08,13911,3016,41955576,36686822,4195557,2097778,42980157,-1024581,-2.44
2026-03-01,P0010,コンロッド HD,自動車部品,2021-03-08,14079,4592,64650768,56531967,6465076,3232538,66229581,-1578813,-2.44
2024-04-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21340,629,13422860,9400997,1342286,671143,11414426,2008434,14.96
2024-05-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21352,720,15373440,10767129,1537344,768672,13073145,2300295,14.96
2024-06-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21489,677,14548053,10189051,1454805,727402,12371258,2176795,14.96
2024-07-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21564,613,13218732,9258032,1321873,660936,11240841,1977891,14.96
2024-08-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21406,604,12929224,9055268,1292922,646461,10994651,1934573,14.96
2024-09-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21640,749,16208360,11351884,1620836,810418,13783138,2425222,14.96
2024-10-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21942,746,16368732,11464204,1636873,818436,13919513,2449219,14.96
2024-11-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21401,850,18190850,12740365,1819085,909542,15468992,2721858,14.96
2024-12-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21423,619,13260837,9287521,1326083,663041,11276645,1984192,14.96
2025-01-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21711,583,12657513,8864970,1265751,632875,10763596,1893917,14.96
2025-02-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,22064,771,17011344,11914272,1701134,850567,14465973,2545371,14.96
2025-03-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21760,716,15580160,10911910,1558016,779008,13248934,2331226,14.96
2025-04-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,22014,700,15409800,10792595,1540980,770490,13104065,2305735,14.96
2025-05-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21664,539,11676896,8178173,1167689,583844,9929706,1747190,14.96
2025-06-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21469,730,15672370,10976492,1567237,783618,13327347,2345023,14.96
2025-07-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,22060,566,12485960,8744819,1248596,624298,10617713,1868247,14.96
2025-08-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21991,654,14382114,10072832,1438211,719105,12230148,2151966,14.96
2025-09-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21440,721,15458240,10826521,1545824,772912,13145257,2312983,14.96
2025-10-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21680,628,13615040,11252002,1361504,680752,13294258,320782,2.36
2025-11-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21644,726,15713544,12986288,1571354,785677,15343319,370225,2.36
2025-12-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21560,713,15372280,12704254,1537228,768614,15010096,362184,2.36
2026-01-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21495,708,15218460,12577131,1521846,760923,14859900,358560,2.36
2026-02-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21317,601,12811517,10587939,1281151,640575,12509665,301852,2.36
2026-03-01,P0011,クランクシャフト 小型,自動車部品,2022-03-08,21943,620,13604660,11243424,1360466,680233,13284123,320537,2.36
2024-04-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34301,2123,72821023,47403361,7282102,3641051,58326514,14494509,19.9
2024-05-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33298,2434,81047332,52758335,8104733,4052366,64915434,16131898,19.9
2024-06-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33510,2324,77877240,50694741,7787724,3893862,62376327,15500913,19.9
2024-07-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33643,2398,80675914,52516558,8067591,4033795,64617944,16057970,19.9
2024-08-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33344,1761,58718784,38223409,5871878,2935939,47031226,11687558,19.9
2024-09-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33299,2590,86244410,56141410,8624441,4312220,69078071,17166339,19.9
2024-10-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33481,3001,100476481,65405878,10047648,5023824,80477350,19999131,19.9
2024-11-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33873,2876,97418748,63415425,9741874,4870937,78028236,19390512,19.9
2024-12-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33367,2573,85853291,55886808,8585329,4292664,68764801,17088490,19.9
2025-01-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34482,2812,96963384,63119002,9696338,4848169,77663509,19299875,19.9
2025-02-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33512,2017,67593704,44000601,6759370,3379685,54139656,13454048,19.9
2025-03-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34016,3204,108987264,70946032,10898726,5449363,87294121,21693143,19.9
2025-04-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33545,2049,68733705,44742692,6873370,3436685,55052747,13680958,19.9
2025-05-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34254,2535,86833890,56525136,8683389,4341694,69550219,17283671,19.9
2025-06-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34564,2608,90142912,58679168,9014291,4507145,72200604,17942308,19.9
2025-07-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33677,2252,75840604,49368979,7584060,3792030,60745069,15095535,19.9
2025-08-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33758,2112,71296896,46411220,7129689,3564844,57105753,14191143,19.9
2025-09-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33332,2231,74363692,48407572,7436369,3718184,59562125,14801567,19.9
2025-10-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34236,2477,84802572,65139346,8480257,4240128,77859731,6942841,8.19
2025-11-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33866,2227,75419582,57931996,7541958,3770979,69244933,6174649,8.19
2025-12-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34098,2785,94962930,72943815,9496293,4748146,87188254,7774676,8.19
2026-01-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34370,2785,95720450,73525689,9572045,4786022,87883756,7836694,8.19
2026-02-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,33409,2720,90872480,69801821,9087248,4543624,83432693,7439787,8.19
2026-03-01,P0012,クランクシャフト 中型,自動車部品,2019-09-13,34089,2731,93097059,71510585,9309705,4654852,85475142,7621917,8.19
2024-04-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56516,1245,70362420,52876990,7036242,3518121,63431353,6931067,9.85
2024-05-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56951,1497,85255647,64069173,8525564,4262782,76857519,8398128,9.85
2024-06-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57889,1397,80870933,60774083,8087093,4043546,72904722,7966211,9.85
2024-07-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56465,1690,95425850,71712027,9542585,4771292,86025904,9399946,9.85
2024-08-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56045,1598,89559910,67303804,8955991,4477995,80737790,8822120,9.85
2024-09-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,58181,1877,109205737,82067540,10920573,5460286,98448399,10757338,9.85
2024-10-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57749,1356,78307644,58847785,7830764,3915382,70593931,7713713,9.85
2024-11-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,58075,2097,121783275,91519494,12178327,6089163,109786984,11996291,9.85
2024-12-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57263,2002,114640526,86151756,11464052,5732026,103347834,11292692,9.85
2025-01-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57947,1334,77301298,58091521,7730129,3865064,69686714,7614584,9.85
2025-02-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57410,1678,96333980,72394482,9633398,4816699,86844579,9489401,9.85
2025-03-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57312,1707,97831584,73519924,9783158,4891579,88194661,9636923,9.85
2025-04-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57696,1313,75754848,56929372,7575484,3787742,68292598,7462250,9.85
2025-05-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57673,1265,72956345,54826312,7295634,3647817,65769763,7186582,9.85
2025-06-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57085,1829,104408465,78462415,10440846,5220423,94123684,10284781,9.85
2025-07-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56718,1450,82241100,61803756,8224110,4112055,74139921,8101179,9.85
2025-08-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57680,1620,93441600,70220874,9344160,4672080,84237114,9204486,9.85
2025-09-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56404,1520,85734080,64428713,8573408,4286704,77288825,8445255,9.85
2025-10-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57065,1496,85369240,75702354,8536924,4268462,88507740,-3138500,-3.68
2025-11-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57683,2078,119865274,106292189,11986527,5993263,124271979,-4406705,-3.68
2025-12-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57969,1493,86547717,76747385,8654771,4327385,89729541,-3181824,-3.68
2026-01-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57952,1526,88434752,78420739,8843475,4421737,91685951,-3251199,-3.68
2026-02-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,57419,1439,82625941,73269696,8262594,4131297,85663587,-3037646,-3.68
2026-03-01,P0013,クランクシャフト 大型,自動車部品,2019-03-10,56594,2066,116923204,103683268,11692320,5846160,121221748,-4298544,-3.68
2024-04-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,72996,4107,299794572,220916337,29979457,14989728,265885522,33909050,11.31
2024-05-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74546,2871,214021566,157710862,21402156,10701078,189814096,24207470,11.31
2024-06-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,72761,3386,246368746,181547252,24636874,12318437,218502563,27866183,11.31
2024-07-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74782,3224,241097168,177662667,24109716,12054858,213827241,27269927,11.31
2024-08-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,73542,2811,206726562,152335229,20672656,10336328,183344213,23382349,11.31
2024-09-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74090,4118,305102620,224827797,30510262,15255131,270593190,34509430,11.31
2024-10-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,73872,4319,319053168,235107849,31905316,15952658,282965823,36087345,11.31
2024-11-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74477,4701,350116377,257998092,35011637,17505818,310515547,39600830,11.31
2024-12-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,75171,3215,241674765,178088293,24167476,12083738,214339507,27335258,11.31
2025-01-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,72969,3602,262834338,193680622,26283433,13141716,233105771,29728567,11.31
2025-02-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74586,3115,232335390,171206179,23233539,11616769,206056487,26278903,11.31
2025-03-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,73399,3259,239207341,176270068,23920734,11960367,212151169,27056172,11.31
2025-04-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,73856,2942,217284352,160115184,21728435,10864217,192707836,24576516,11.31
2025-05-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,74095,3319,245921305,181217536,24592130,12296065,218105731,27815574,11.31
2025-06-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,72645,3299,239655855,176600574,23965585,11982792,212548951,27106904,11.31
2025-07-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,73657,3405,250802085,184814146,25080208,12540104,222434458,28367627,11.31
2025-08-01,P0014,クランクシャフト 業務用,自動車部品,2019-09-13,72872,3261,237635592,175111858,23763559,11881779,210757196,26878396,11.31
